,video_title,video_like,video_forward,video_comment,video_user,video_fans,video_whole_like,video_comment_male_rate,video_url,video_comment_female_rate,goods_name,goods_price,goods_money_rate,goods_whole_sale,goods_month_sale,goods_thirty_days_transfer_rate,goods_thirty_days_video_num,goods_thirty_days_recommend_person_num,bgm
301,这么好的芒果自己舍不得吃，特别珍惜！不喜欢的可以刮走，请别浪费！今年很难，要不了多少前就买到大又甜攀枝花芒果！,133,16,134,于泡泡,39.2w,248.6w,男 21.05%,https://www.iesdouyin.com/share/video/6849680117678017799/?region=CN&mid=6849680128269683470&u_code=0&titleType=title,78.95% 女,【催熟后食用】四川攀枝花凯特大芒果新鲜水果5斤/带箱约10斤,¥29.90,1.00%,3.3万,2.8万,6.01%,31,31,相遇的时光 - 楼兰、晨鹰
302,在村里常有人用奇怪的语气背后说，不就是一个麦芒果的么！我想说，我是靠自己双手种出便宜又甜的大芒果，不丢人！,106,6,66,于泡泡,39.2w,248.6w,男 11.54%,https://www.iesdouyin.com/share/video/6850014636260052237/?region=CN&mid=6850015112147749645&u_code=0&titleType=title,88.46% 女,【催熟后食用】四川攀枝花凯特大芒果新鲜水果5斤/带箱约10斤,¥29.90,1.00%,3.3万,2.8万,6.01%,31,31,寻梦的蝶 - 天籁天
303,别看丢芒果很潇洒，我捡起来吃的样子很狼狈，只是展示它果肉多。今年很难，果不值钱，加个运费就买到大又甜攀枝花芒果,200,23,164,于泡泡,39.2w,248.6w,男 12.90%,https://www.iesdouyin.com/share/video/6848195829937851662/?region=CN&mid=6848195836716108551&u_code=0&titleType=title,87.10% 女,【催熟后食用】四川攀枝花凯特大芒果新鲜水果5斤/带箱约10斤,¥29.90,1.00%,3.3万,2.8万,6.01%,31,31,寻梦的蝶 - 天籁天
304,看不起小主播吗。气人,"1,328",17,85,奇叔选品必属精品,3.4w,"3,586",男 50.00%,https://www.iesdouyin.com/share/video/6851899034630753543/?region=CN&mid=6849161103440775950&u_code=c70c2maeeg0&titleType=title,50.00% 女,晨光文件夹透明插页a4资料册试卷整理神器收纳袋多层学生用活页夹乐谱夹卷子证书奖状收集册孕检报告单收纳册,¥5.50,70.00%,2.2万,"1,766",7.65%,23,23,Dopis Bez Adresy - Jiří Vašíček、Orchestr Gustava Broma
305,1块9两支中性笔一个笔袋加20支笔芯！安排！#好物推荐 #热门,4,0,3,清仔商贸,"1,243","1,404",男 %,https://www.iesdouyin.com/share/video/6851871660220468491/?region=CN&mid=6618734063077460739&u_code=6i13504ebme&titleType=title,% 女,晨光文件夹透明插页a4资料册试卷整理神器收纳袋多层学生用活页夹乐谱夹卷子证书奖状收集册孕检报告单收纳册,¥5.50,70.00%,2.2万,"1,766",7.65%,23,23,Horizon - Janji
306,1筷9能买到多少支笔？#乘风破浪的好物 #717抖音奇妙好物市集 #我要上热门,101,0,2,七月网红产品代采员,36.1w,299.8w,男 %,https://www.iesdouyin.com/share/video/6851842236045430031/?region=CN&mid=6687907030491040524&u_code=0&titleType=title,% 女,晨光文件夹透明插页a4资料册试卷整理神器收纳袋多层学生用活页夹乐谱夹卷子证书奖状收集册孕检报告单收纳册,¥5.50,70.00%,2.2万,"1,766",7.65%,23,23,Nothing to Fear - Dexter Britain
307,大容量水杯携带方便,1,0,0,巧钰好物种草,"1,003",366,男 %,https://www.iesdouyin.com/share/video/6851115703358000398/?region=CN&mid=6623989054323034894&u_code=0&titleType=title,% 女,艾可思大容量水杯男女便携塑料大号户外运动水壶吸管太空杯子水瓶,¥34.00,20.00%,1.1万,"6,537",3.02%,7,7,东西 - 陈嘉琦
308,#遇见古代的自己 #还不快现出原形@抖音小助手,402,0,101,表妹,"2,748",3.6w,男 %,https://www.iesdouyin.com/share/video/6851582851637398791/?region=CN&mid=6753635176158874381&u_code=0&titleType=title,% 女,艾可思大容量水杯男女便携塑料大号户外运动水壶吸管太空杯子水瓶,¥34.00,20.00%,1.1万,"6,537",3.02%,7,7,透明墙 - 伦咏亮
309,#特效制作,"6,605",57,225,阳光,39.6w,414.1w,男 29.46%,https://www.iesdouyin.com/share/video/6850309482895985933/?region=CN&mid=6850309480052558606&u_code=0&titleType=title,70.54% 女,为美兹蛋黄酥芝士流心奶黄酥6枚 夹心馅美食糕点早餐小吃零食品,¥9.99,40.00%,10.6万,3.3万,14.00%,231,231,怕鬼算什么我带你看看人心 (DJ版) - P.W.W.画风风
310,长绒#地毯 它又来啦，#闺蜜 已经拥有了，才9快9，你还不来瞅瞅#717奇妙好物在这里 #好物推荐,72,3,18,叨叨好物件,"2,339","5,668",男 0.00%,https://www.iesdouyin.com/share/video/6848449046445608192/?region=CN&mid=6827443366503779080&u_code=0&titleType=title,100.00% 女,北欧ins客厅茶几卧室满铺毛绒可爱网红少女床边毛毯地垫家用地毯,¥9.90,15.00%,9万,2.4万,3.61%,133,133,你啊你啊 - 叶琼琳
311,毛绒地毯#飘窗垫 #客厅地毯,19,0,1,小熊种草,"1,060",894,男 100.00%,https://www.iesdouyin.com/share/video/6850340877626281229/?region=CN&mid=6850340898497858317&u_code=0&titleType=title,0.00% 女,北欧ins客厅茶几卧室满铺毛绒可爱网红少女床边毛毯地垫家用地毯,¥9.90,15.00%,9万,2.4万,3.61%,133,133,像风一样自由 - 谭艳
312,自从有了这块地毯，男朋友天天来我家都不舍得走，快艾特你单身狗的闺蜜一起入手吧， 要想脱单就靠它了#飘窗垫,81,2,7,2020幸福妈妈,"4,645","6,454",男 0.00%,https://www.iesdouyin.com/share/video/6845139849628880143/?region=CN&mid=6845139853332597517&u_code=0&titleType=title,100.00% 女,北欧ins客厅茶几卧室满铺毛绒可爱网红少女床边毛毯地垫家用地毯,¥9.90,15.00%,9万,2.4万,3.61%,133,133,红尘群歌 - 未知
313,#低脂餐 晚餐不知道吃什么，来试试这个#低脂#油醋汁，闺蜜说我#瘦了真好看@DOU+小助手,"6,221",225,52,地湘味食品,1.3w,17.4w,男 6.25%,https://www.iesdouyin.com/share/video/6849879598495190285/?region=CN&mid=6849879817991490317&u_code=1l3cl1ik0hhd&titleType=title,93.75% 女,油醋汁 低能量0脂肪 268g/瓶,¥24.80,32.00%,6.9万,5.7万,5.34%,105,105,皇家萌卫 - 灵空GTech
314,最全减脂蔬菜热量集。#热量测评 #抖音小助手 #热量 #减肥 #热量集,542,41,8,热量控制娇姐（8:00直播）,16.9w,64.8w,男 0.00%,https://www.iesdouyin.com/share/video/6851115728213396736/?region=CN&mid=6739826783111088129&u_code=0&titleType=title,100.00% 女,油醋汁 低能量0脂肪 268g/瓶,¥24.80,32.00%,6.9万,5.7万,5.34%,105,105,父亲 - 龚玥
315,是这个沐浴露不够香，还是你不想要漂亮的女朋友？#香水沐浴露,2.8w,200,191,兮兮star,"4,481",6w,男 60.38%,https://www.iesdouyin.com/share/video/6851382048251301128/?region=CN&mid=6851382345149238030&u_code=22e0mfhf75c&titleType=title,39.62% 女,英国Lsphere/伦敦圈层沐浴露男士专用持久留香清爽骑士香水沐浴液,¥39.90,1.00%,"5,772","5,170",6.28%,32,32,山里红 - 未知
316,夏天身上臭臭的男生快来试试#香水沐浴露 洗完澡女朋友抱着你不撒手！,"2,380",129,101,草莓不加糖🍓,"1,637",1.6w,男 12.37%,https://www.iesdouyin.com/share/video/6849883873271172359/?region=CN&mid=6849884185054808845&u_code=m1f8a02kg62&titleType=title,87.63% 女,英国Lsphere/伦敦圈层沐浴露男士专用持久留香清爽骑士香水沐浴液,¥39.90,1.00%,"5,772","5,170",6.28%,32,32,烟火里的尘埃 (抖音DJ版) - 蒋先生
317,在能力范围之内把生活过得更精致一点#男士沐浴露@DOU+小助手,"2,728",179,89,汐辞,"1,066",1.3w,男 16.25%,,83.75% 女,英国Lsphere/伦敦圈层沐浴露男士专用持久留香清爽骑士香水沐浴液,¥39.90,1.00%,"5,772","5,170",6.28%,32,32,烟火里的尘埃 (抖音DJ版) - 蒋先生
318,媲美香水的沐浴露，洗完秒变帅气男神 #沐浴露 #香水沐浴露 @DOU+小助手,208,0,0,小师妹菠菜,"1,017","1,195",男 %,https://www.iesdouyin.com/share/video/6851382347997170958/?region=CN&mid=6851382432097192718&u_code=0&titleType=title,% 女,英国Lsphere/伦敦圈层沐浴露男士专用持久留香清爽骑士香水沐浴液,¥39.90,1.00%,"5,772","5,170",6.28%,32,32,Feels Right (Original Mix) - Estiva、Sarah Russell
319,最近很火的口红，防水不掉色不沾杯！一定要看完，简直颠覆你的想象 #防水口红,643,1,51,轩果宝贝～么么哒,"1,346","5,067",男 0.00%,https://www.iesdouyin.com/share/video/6850729218372865287/?region=CN&mid=6850729324170349319&u_code=0&titleType=title,100.00% 女,丝绒哑光不沾杯口红,¥39.90,1.00%,"9,593","8,703",5.92%,6,6,You Know I'll Go Get (Remix) - Funny Face
320,爱美的你一定在等这一款口红！这就是我涂口红不脱色的秘密#口红 #防水防汗不脱妆,308,0,44,爱吃果的猪,"1,065","1,003",男 0.00%,,100.00% 女,丝绒哑光不沾杯口红,¥39.90,1.00%,"9,593","8,703",5.92%,6,6,You Know I'll Go Get (Remix) - Funny Face
321,没有暴风只有雨☔️别让心里的暴风闯进来，风雨无阻#女性成长 #抖音新特效更新 @抖音小助手,12,0,1,佳宁解析性格,"2,491",932,男 %,https://www.iesdouyin.com/share/video/6851036048076705036/?region=CN&mid=6808861679741684491&u_code=2mi17gdbag63&titleType=title,% 女,渤海浪花即食海蜇丝凉拌菜 1盒*200g,¥9.90,1.00%,6万,4.7万,11.65%,9,9,难得有情人 (片段) - 阿梨粤
322,自己赚💰的速度永远也赶不上父母老去的速度，等mai完所有的海蜇丝一定带着孩子回去多陪陪父母@DOU+小助手,543,1,22,海边长大的小翠,1.7w,18.4w,男 25.00%,,75.00% 女,渤海浪花即食海蜇丝凉拌菜 1盒*200g,¥9.90,1.00%,6万,4.7万,11.65%,9,9,难得有情人 (片段) - 阿梨粤
323,让咱家鲜鲜脆脆的海蜇丝成为餐桌上的家常菜，清脆爽口，开盒即食@DOU+小助手 #海蜇,9,1,1,杨啓泰海鸭蛋,"5,458",8.1w,男 0.00%,,100.00% 女,渤海浪花即食海蜇丝凉拌菜 1盒*200g,¥9.90,1.00%,6万,4.7万,11.65%,9,9,难得有情人 (片段) - 阿梨粤
324,让鲜鲜脆脆的海蜇丝成为夏天餐桌上的一道家常菜，清脆爽口，开盒即食！@DOU+小助手 #海蜇,258,1,20,杨啓泰海鸭蛋,"5,458",8.1w,男 10.00%,,90.00% 女,渤海浪花即食海蜇丝凉拌菜 1盒*200g,¥9.90,1.00%,6万,4.7万,11.65%,9,9,难得有情人 (片段) - 阿梨粤
325,美女，这么多你吃得下吗？ #自热米饭,41,0,1,试吃员芬芬（直播中）,9.3w,9.9w,男 %,https://www.iesdouyin.com/share/video/6852202270516399374/?region=CN&mid=6852202373335485191&u_code=0&titleType=title,% 女,小样自热米饭 煲仔饭 方便速食饭组合套餐3桶装煲仔饭外出简餐,¥19.90,20.01%,126,"1,670",9.64%,27,27,のんびり晴ればれ - 纯音乐
326,我的心像一根无奇的头发，普通，又不起眼。但是你不能没有我。尤其是中年的时候。#懒人必备 #煲仔饭,21,1,12,可可的煲仔饭铺（每天中午12点直播）,"3,671",4.8w,男 %,https://www.iesdouyin.com/share/video/6851914952928808207/?region=CN&mid=6594327656366344968&u_code=k8di1hdm9bc&titleType=title,% 女,小样自热米饭 煲仔饭 方便速食饭组合套餐3桶装煲仔饭外出简餐,¥19.90,20.01%,126,"1,670",9.64%,27,27,Crying Over You ◐ - HONNE、Beka
327,一桶那是有点贵啊，问题是三桶啊！我这暴脾气#懒人必备 #煲仔饭,209,2,35,魔法煲仔饭,2.4w,17.8w,男 42.86%,https://www.iesdouyin.com/share/video/6851913920676957447/?region=CN&mid=6582511434817768195&u_code=9h9f2330l2e&titleType=title,57.14% 女,小样自热米饭 煲仔饭 方便速食饭组合套餐3桶装煲仔饭外出简餐,¥19.90,20.01%,126,"1,670",9.64%,27,27,뽀뽀뽀 (啵啵啵) - J_ust
328,高颜值又#平价 的#手机壳 你想要的款式全在这里#学生党 也买得起艾特#闺蜜 #男朋友 #一起用#好物推荐,710,11,75,范范来喽🍀,1.7w,23.3w,男 16.67%,https://www.iesdouyin.com/share/video/6850709548672601358/?region=CN&mid=6841001925580786446&u_code=0&titleType=title,83.33% 女,卡通潮牌适用iPhone11promax手机壳网红情侣6/7/8plus苹果XS/XR女,¥14.90,31.01%,1.5万,1.4万,2.45%,201,201,重要的事情说三遍 (DJ小鱼儿版) - 门小强、DJ小鱼儿
329,高颜值且#平价 的#手机壳 ，每一款都超可，艾特#闺蜜 给你来安利下～#抖音好物 #数码,694,4,91,布丁种草,3.1w,24.9w,男 16.00%,https://www.iesdouyin.com/share/video/6851475601056877839/?region=CN&mid=6498263724865522445&u_code=0&titleType=title,84.00% 女,卡通潮牌适用iPhone11promax手机壳网红情侣6/7/8plus苹果XS/XR女,¥14.90,31.01%,1.5万,1.4万,2.45%,201,201,Take It All In - Russ、Rexx Life Raj
330,高大的提dao长腿妹子 是不是好霸气 #手机壳,848,6,39,壳多多📶,2.8w,134.4w,男 8.33%,https://www.iesdouyin.com/share/video/6850059260756233486/?region=CN&mid=6850059367170067208&u_code=107m6i6hjlck&titleType=title,91.67% 女,卡通潮牌适用iPhone11promax手机壳网红情侣6/7/8plus苹果XS/XR女,¥14.90,31.01%,1.5万,1.4万,2.45%,201,201,最帅气的街拍 (DJ阿金) - DJ
331,侄女给你们带来超好看的手机壳啦，来我直播间7个不重复#717奇妙好物在这里 @DOU+小助手,160,1,10,静香数码,2.3w,7.9w,男 100.00%,https://www.iesdouyin.com/share/video/6850719687064538383/?region=CN&mid=6839860300334761992&u_code=0&titleType=title,0.00% 女,卡通潮牌适用iPhone11promax手机壳网红情侣6/7/8plus苹果XS/XR女,¥14.90,31.01%,1.5万,1.4万,2.45%,201,201,我伪装的很简单强悍坦然 - 德唯奇
332,自从买了这个玩具，洗澡可勤快了，洗澡就是每天最开心的#宝宝洗澡玩具,26,0,1,天才的玩具宝库,"2,610","2,026",男 0.00%,https://www.iesdouyin.com/share/video/6851543630801308936/?region=CN&mid=6851543643946568456&u_code=484j1j68609g&titleType=title,100.00% 女,宝宝洗澡玩具戏水小企鹅婴儿小鲸鱼沙滩儿童沐浴男孩女孩,¥11.90,32.00%,1.9万,"9,593",7.23%,23,23,サンデーモーニング (星期天的早晨) - つじあやの
333,你瞅啥？瞅你咋地！#洗澡玩具 #安抚宝宝,18,0,1,美美玩具精选,637,171,男 0.00%,https://www.iesdouyin.com/share/video/6850312506078989583/?region=CN&mid=6850312508994325256&u_code=0&titleType=title,100.00% 女,宝宝洗澡玩具戏水小企鹅婴儿小鲸鱼沙滩儿童沐浴男孩女孩,¥11.90,32.00%,1.9万,"9,593",7.23%,23,23,빙고 (아싸) (答对了)(广场舞版) - Turtles
334,小孩洗澡的时候放两个在水里，洗完澡都舍不得起来了，哈哈#洗澡玩具 #母婴好物 #宝宝礼物,11,0,0,小吃货的世界,"1,687",566,男 %,https://www.iesdouyin.com/share/video/6851858845455650063/?region=CN&mid=6834104566482176782&u_code=22958ajki62m&titleType=title,% 女,宝宝洗澡玩具戏水小企鹅婴儿小鲸鱼沙滩儿童沐浴男孩女孩,¥11.90,32.00%,1.9万,"9,593",7.23%,23,23,爱的魔法 - 阮豆
335,这小东西太有意思了，宝宝洗澡都洗出了猪叫声#宝宝洗澡,58,0,1,玩具世界,"7,909",2.8w,男 0.00%,https://www.iesdouyin.com/share/video/6851517297312451855/?region=CN&mid=6851517308763245326&u_code=0&titleType=title,100.00% 女,宝宝洗澡玩具戏水小企鹅婴儿小鲸鱼沙滩儿童沐浴男孩女孩,¥11.90,32.00%,1.9万,"9,593",7.23%,23,23,哎呀呀 - 小爱与花儿乐队
336,真是太可爱了，洗澡时来几只，宝宝玩的不亦乐乎#洗澡玩具 #宝宝安抚 @DOU+小助手,9,0,1,小艾老师,"7,078",7.6w,男 0.00%,https://www.iesdouyin.com/share/video/6850462509330205955/?region=CN&mid=6686353619480021764&u_code=0&titleType=title,100.00% 女,宝宝洗澡玩具戏水小企鹅婴儿小鲸鱼沙滩儿童沐浴男孩女孩,¥11.90,32.00%,1.9万,"9,593",7.23%,23,23,EA7嘟嘟喂嘟嘟 不摇都是猪 - 六月
337,太可爱了，宝宝洗澡时放几只，会爱上洗澡的#宝宝洗澡@DOU+小助手,33,1,2,小美老师,1.4w,3.7w,男 50.00%,https://www.iesdouyin.com/share/video/6850461359558200576/?region=CN&mid=6850461361357900557&u_code=0&titleType=title,50.00% 女,宝宝洗澡玩具戏水小企鹅婴儿小鲸鱼沙滩儿童沐浴男孩女孩,¥11.90,32.00%,1.9万,"9,593",7.23%,23,23,쥐가 백마리 (一百只老鼠) - 七公主
338,这玩具太可爱了，洗澡的时候放几只，宝宝玩的好开心#宝宝洗澡玩具@DOU+小助手,17,0,1,天才的玩具宝库,"2,610","2,026",男 100.00%,https://www.iesdouyin.com/share/video/6850456495331544334/?region=CN&mid=6850456494282967815&u_code=0&titleType=title,0.00% 女,宝宝洗澡玩具戏水小企鹅婴儿小鲸鱼沙滩儿童沐浴男孩女孩,¥11.90,32.00%,1.9万,"9,593",7.23%,23,23,EA7嘟嘟喂嘟嘟 不摇都是猪 - 六月
339,洗澡玩具太可爱了，洗澡时放两只，宝宝玩的不亦乐乎#宝妈必备@DOU+小助手,50,1,1,玩具世界,"7,909",2.8w,男 0.00%,https://www.iesdouyin.com/share/video/6850452911512653056/?region=CN&mid=6850452909789367054&u_code=0&titleType=title,100.00% 女,宝宝洗澡玩具戏水小企鹅婴儿小鲸鱼沙滩儿童沐浴男孩女孩,¥11.90,32.00%,1.9万,"9,593",7.23%,23,23,EA7嘟嘟喂嘟嘟 不摇都是猪 - 六月
340,真的太可爱了，洗澡的时候来两只，宝宝玩得不亦乐乎！#儿童 #亲子@DOU+小助手,40,0,3,小黄玩具屋,1w,6.7w,男 33.33%,https://www.iesdouyin.com/share/video/6850367392799902991/?region=CN&mid=6834041984273926919&u_code=0&titleType=title,66.67% 女,宝宝洗澡玩具戏水小企鹅婴儿小鲸鱼沙滩儿童沐浴男孩女孩,¥11.90,32.00%,1.9万,"9,593",7.23%,23,23,We Will Rock You - Max Raabe
341,披星戴月的拍摄还跟蚊子大战了一整天，反正成片美就行啦！！#陈彦妃的vlog,33.4w,"1,182","8,302",陈彦妃,794.7w,"5,538.1w",男 10.53%,https://www.iesdouyin.com/share/video/6843722792643333389/?region=CN&mid=6843722884918070029&u_code=0&titleType=title,89.47% 女,高姿清洁霜女正品深层清洁男毛孔脸部污垢去洁面膏泥膜洁肤按摩膏,¥79.00,6.02%,6.1万,5.5万,2.60%,14,14,儿时 (Live) - R1SE翟潇闻、李昀锐、张炯敏、董向科、张达源
342,#护肤#洁肤霜 你的脸真的洗干净了吗？一周一次的深度清洁工作做好了吗？,358,1,22,冰冰冰冰凉,"4,925",3.4w,男 0.00%,https://www.iesdouyin.com/share/video/6851011930753223951/?region=CN&mid=6702218129830840322&u_code=31b2l1iig400&titleType=title,100.00% 女,高姿清洁霜女正品深层清洁男毛孔脸部污垢去洁面膏泥膜洁肤按摩膏,¥79.00,6.02%,6.1万,5.5万,2.60%,14,14,星晴 - 周杰伦
343,三分钟检测你的皮肤藏了什么#高姿洁肤霜 #美好的加热节 @DOU+小助手,463,7,15,小布丁,"9,923",12w,男 37.50%,https://www.iesdouyin.com/share/video/6843760296755088655/?region=CN&mid=6839286058770041613&u_code=0&titleType=title,62.50% 女,高姿清洁霜女正品深层清洁男毛孔脸部污垢去洁面膏泥膜洁肤按摩膏,¥79.00,6.02%,6.1万,5.5万,2.60%,14,14,like That - 69
344,不小心放在冰箱绝对会被吃掉的护肤品#清洁毛孔#去黑头#高姿洁肤霜,110,9,41,小野日记,12.5w,52.9w,男 20.00%,https://www.iesdouyin.com/share/video/6846678085849353479/?region=CN&mid=6846678166736521998&u_code=0&titleType=title,80.00% 女,高姿清洁霜女正品深层清洁男毛孔脸部污垢去洁面膏泥膜洁肤按摩膏,¥79.00,6.02%,6.1万,5.5万,2.60%,14,14,是心动啊 - 一口甜、吃可爱多吗
